,sum_tx_ether,avg_tx_gas_cost,tx_date
992,3417224.6461785547,0.007986655462604885,2020-09-19
993,3408591.5887085143,0.005742642327557286,2020-09-20
994,4960435.14521625,0.006950741758174917,2020-09-21
995,3622771.2930503613,0.007135300352330502,2020-09-22
996,4275785.604716355,0.0055632047660401605,2020-09-23
997,3502827.556184255,0.004563201995873743,2020-09-24
998,3012888.0719791907,0.004532370655599179,2020-09-25
999,2281834.87407708,0.0040169465507136175,2020-09-26
1000,2524513.478121721,0.004160669579152439,2020-09-27
1001,3161584.3841957655,0.005376824788581228,2020-09-28
1002,3477673.475153722,0.006516496515602155,2020-09-29
1003,3678682.944314461,0.005331678837739864,2020-09-30
1004,3735904.3251732946,0.0043888323937359055,2020-10-01
1005,3284418.7659388133,0.004257723206649036,2020-10-02
1006,1793523.9029578995,0.003615262279340299,2020-10-03
1007,1667917.7966833478,0.003693911058354452,2020-10-04
1008,2463726.7693145922,0.00409649199897985,2020-10-05
1009,2523248.437251988,0.00519486944724475,2020-10-06
1010,3404151.3966371138,0.003651330343415535,2020-10-07
1011,2898409.135780056,0.0035618007939334805,2020-10-08
1012,3197247.308467442,0.0034623259201938404,2020-10-09
1013,2279463.2982940236,0.0027398772082526785,2020-10-10
1014,1877433.4733500122,0.002297136125889195,2020-10-11
1015,2973625.7729280097,0.0033624662363848246,2020-10-12
1016,2506578.720639614,0.0034922748838995474,2020-10-13
1017,3399241.8857964776,0.0035399542009528348,2020-10-14
1018,2421967.9841908235,0.0030572268941720755,2020-10-15
1019,2885533.230665742,0.0026266975967986768,2020-10-16
1020,1448976.1223232192,0.0015538395974107817,2020-10-17
1021,1380376.392246313,0.0015789406122196778,2020-10-18
1022,2212220.445672853,0.002422182149069301,2020-10-19
1023,2271954.878722489,0.0027420721361909946,2020-10-20
1024,3705669.1923538093,0.0033835304785103304,2020-10-21
1025,3712772.426701506,0.0027666034359301248,2020-10-22
1026,2864895.473752354,0.002902945062017135,2020-10-23
1027,1779280.3650282195,0.0014108654700887365,2020-10-24
1028,1386994.4463382207,0.0018294216109049524,2020-10-25
1029,3238331.9501355537,0.0023644154588622324,2020-10-26
1030,2703483.933559812,0.0019313285401319318,2020-10-27
1031,3389910.083027414,0.002749662159469132,2020-10-28
1032,2168819.5556277805,0.003195995390855536,2020-10-29
1033,3203276.322719361,0.002743461426610762,2020-10-30
1034,1925750.4138733868,0.0018502427505202891,2020-10-31
1035,1497040.7977398953,0.0015639973986413091,2020-11-01
1036,3281261.3374585607,0.002612083017544827,2020-11-02
1037,2867759.5124596083,0.0020447163509801393,2020-11-03
1038,3314048.463957753,0.0014591508319649709,2020-11-04
1039,3907761.931604068,0.0020627223546049876,2020-11-05
1040,4214160.035402028,0.002453906470795882,2020-11-06
1041,3531558.182421119,0.002197418735933528,2020-11-07
1042,1556043.663776721,0.001345683492216577,2020-11-08
1043,2721502.0760560576,0.0017947088328009926,2020-11-09
1044,2535611.7915794975,0.0020690399125905794,2020-11-10
1045,3048258.069148339,0.002116748437028709,2020-11-11
1046,3892157.809879791,0.002376283138115405,2020-11-12
1047,3159080.07112794,0.0022571768035221746,2020-11-13
1048,1848399.5627476897,0.001410812082452665,2020-11-14
1049,1633674.8815884439,0.0014937043211965188,2020-11-15
